StartDate,EndDate,Status,IPAddress,Progress,Duration,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q1_6_TEXT,Q2,Q2_4_TEXT,Q3,Q3_1_TEXT,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q_DataPolicyViolations
17/11/2023 19:20,17/11/2023 19:22,IP Address,88.12.219.108,100,164,TRUE,17/11/2023 19:22,R_pSoDsYxaxZ8eExP,,,,,40.4092,-3.6455,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer",,No experience,,Extremely important,,Extremely important,,Very important,,Moderately important,,Moderately important,,Very important,,Very important,,Very important,,Very important,,Extremely important,,Very important,,Very important,,Extremely important,,Extremely important,,Moderately important,,Very important,,Moderately important,,,,
17/11/2023 22:30,17/11/2023 22:42,IP Address,147.161.236.89,100,721,TRUE,17/11/2023 22:42,R_1lotmUiU3Omv3VP,,,,,53.4788,-2.2585,anonymous,EN-GB,PhD student,,Author,,I have used an appraisal tool(s),Collaboration for environmental evidence (CEE) scoring system,Very important,Systematic review data is complex and has multi-dimensional relationships and therefore the manner in which the data is collated and stored needs to be robust (e.g. in a relational database),Very important,,Slightly important,Software version numbers change regularly but this shouldn't significantly alter the quality of the review ,Moderately important,In the interests of open research the code may be useful to future authors conducting systematic reviews ,Moderately important,,Moderately important,,Very important,Full understanding of the weighting scheme for effect size is critical for understanding the context of the review and assessing its quality ,Very important,,Extremely important,,Very important,,Very important,Consideration of publication bias is a key indicator of the quality of the review,Moderately important,This may not be applicable to all reviews but is important to include where relevant,Extremely important,This is a fundamental piece of information for the methods of a systematic review. Ideally the full references of every included study should also be available. ,Moderately important,,Extremely important,,Slightly important,This is important for the context of open research and helping future researchers and also allows source data to be checked.,Moderately important,It is important to clearly understand exactly which data were extracted from studies including details such as units ,,,
18/11/2023 0:53,18/11/2023 1:04,IP Address,130.237.191.172,100,637,TRUE,18/11/2023 1:04,R_23VmLvmtnV6X6Q9,,,,,59.8551,17.6343,anonymous,EN-GB,Early career researcher,,"Author,Reviewer",,I have used an appraisal tool(s),CEESAT,Very important,"Perhaps be more specific or provide examples of when software would be used (literature screening, analysis etc)",Very important,,Slightly important,,Extremely important,Does this include the code for data wrangling and effect size calculation etc? Some studies might only include models used on processed data,Extremely important,,Very important,,,Perhaps be more specific about what is meant by a weighting scheme,Extremely important,Maybe could also include if the authors have attempted to control for non-independence? ,Extremely important,,Extremely important,,Very important,,Very important,,Extremely important,,Extremely important,,Very important,,Extremely important,,Extremely important,Perhaps be more specific about what is meant by 'descriptions of the data',Perhaps also if there is a visualisation of the data across the different moderators/species etc so that the reader can see how the data is distributed and how different data points are related,,
18/11/2023 9:43,18/11/2023 9:47,IP Address,185.109.152.69,100,263,TRUE,18/11/2023 9:47,R_3EYZHbgdgS1RL9c,,,,,51.2993,9.491,anonymous,EN-GB,Early career researcher,,Author,,No experience,,Very important,,Very important,,Slightly important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Very important,,Extremely important,,Very important,,Very important,,Extremely important,,Very important,,Very important,,Very important,,Very important,,,,
13/11/2023 10:23,13/11/2023 10:28,IP Address,118.231.193.195,44,278,FALSE,20/11/2023 10:28,R_ALI3sgqPCEk0gRH,,,,,,,anonymous,EN-GB,Middle career researcher,,Author,,I have used an appraisal tool(s),,Moderately important,No comments.,Extremely important,,Very important,,Extremely important,,Extremely important,,Extremely important,,Very important,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2023 18:32,20/11/2023 19:17,IP Address,54.37.7.108,100,2695,TRUE,20/11/2023 19:17,R_2zx3s6F3nW1UqMG,,,,,48.8582,2.3387,anonymous,EN-GB,PhD student,,"Author,Reviewer,Editor,Other",Cochran Trainers Network member,I have used an appraisal tool(s),"AMSTAR, CASP, ROBINS2",Very important,"Since some analyzes may not be performed by all statistical software, it is necessary to mention this point.",Very important,Some analysis should be done with a specific R package.,Moderately important,,Very important,,Moderately important,,Moderately important,,Very important,,Very important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,"If it applicable, then should be reported. Otherwise, no.",Extremely important,This is a key element.,Slightly important,,Very important,,Moderately important,"sometimes you can not report the all extracted data, due to some limitation. But details of search strategy must be report with details.",Very important,,"Report of search strategy in any database in detail.
Any transformation performed on the variables.
How the handling with cross over trials and when some results published in tow or more published paper?
","Dear manager of the survey,
Thank you for suggesting me for discussing about current tool. There are a vital gap in appraising the published meta analysis studies and your tool can solve this fault.
Thank you for your effort and your kind consideration.
Good luck.
Mojtaba Keikha
Epidemiologist",
20/11/2023 21:03,20/11/2023 21:10,IP Address,147.156.201.144,100,421,TRUE,20/11/2023 21:10,R_2BlCypWY6ci6BS2,,,,,39.4923,-0.4046,anonymous,EN-GB,Middle career researcher,,"Reviewer,Editor",,I have heard of an appraisal tool(s),,Very important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,,,
20/11/2023 23:07,20/11/2023 23:27,IP Address,71.69.178.152,100,1201,TRUE,20/11/2023 23:27,R_3iL222JEt5VKxO9,,,,,36.0774,-79.088,anonymous,EN-GB,Senior career researcher,,"Author,Reviewer",,I have heard of an appraisal tool(s),,Moderately important,,Moderately important,,Slightly important,,Slightly important,,Very important,,Very important,,Extremely important,,Very important,,Very important,Limitations an interpretation of heterogeneity tests should be discussed. ,Extremely important,,Very important,Limitations and interpretation of publication bias tests should be discussed.  Funnel plot asymmetry and assoicated test can be due to other factors in addition to small sample size ,Extremely important,"Sensitivity analyses, to me ,is more important than publication bias test ",Extremely important,It is important to discuss criteria for selection of studies and selection of risk estimates. Also meta-analysis should not be done on small numbers of studies ,Extremely important,,Extremely important,,Extremely important,,Very important,,"Criteria for selecting studies, criteria for selecting effect estimates from studies (e.g. many studies report several estimates).  
study quality evaluation and bias analyses, including direction and magnitude of the bias . Bias should be consider in exploring sources of heterogeneity. ",,
13/11/2023 23:58,14/11/2023 0:00,IP Address,89.0.48.193,28,101,FALSE,21/11/2023 0:00,R_xhZUPY8v6PGbkyd,,,,,,,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer",,I have used an appraisal tool(s),PRISMA,Very important,,Extremely important,,Very important,,Extremely important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2023 23:06,13/11/2023 23:09,IP Address,125.22.151.91,8,136,FALSE,21/11/2023 0:10,R_24CbYbD4rU4TnyK,,,,,,,anonymous,EN-GB,PhD student,,"Author,Reviewer",,No experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2023 0:58,21/11/2023 1:14,IP Address,193.200.202.143,100,935,TRUE,21/11/2023 1:14,R_1mgtbeKPUFJz7Lt,,,,,59.35,17.9167,anonymous,EN-GB,Middle career researcher,,Author,,I have used an appraisal tool(s),"CEESAT, CEECAT",Very important,,Very important,"Perhaps this does not apply to all types of meta-analysis software, but I guess this can be selected as N/A.",Very important,,Extremely important,I think the code is more important than the package or version information. Without the code the analysis is much more difficult to replicate.  ,Very important,,Very important,,Extremely important,This is very basic information.,Very important,,Very important,,Very important,,Slightly important,"I don't think this is very important as it is very difficult to assess publication bias with any degree of certainty. Surely all the information on the actual meta-analyses, the statistical models, the independence of studies etc is more of interest.",Moderately important,I think this makes much more sense than the publication bias tests. But it depends on the context so it is not motivated in all cases. ,Extremely important,Very fundamental information that simply must be there. ,Extremely important,Again very fundamental information on the underlying data. ,Slightly important,"This is more a question of how accessible the material is. If all the data are availble, it's of course possible to visualize so the most important is that the needed data is included. And this may also depend on context. So I'm not sure this is strictly a question about reporting standard, more of the accessibility of the results. ",Extremely important,Very important for the possibility to reproduce or verify the analysis.,Extremely important,,,"I think the checklist should start with the basics and end with the programs used (they are now at the start). First: are the data reported? Number of studies? Etc. If that is not available, even a lay user will have difficulty interpreting the results, so this is fundamental. The programs and packages are more informative for specialists who want to assess the reporting.",
21/11/2023 3:33,21/11/2023 3:36,IP Address,76.144.10.150,100,209,TRUE,21/11/2023 3:36,R_117IVnP3mlLflIW,,,,,44.5928,-123.2746,anonymous,EN-GB,Middle career researcher,,Author,,No experience,,Very important,,Moderately important,,Slightly important,,Moderately important,,Moderately important,,Moderately important,,Very important,,Very important,,Very important,,Very important,,Very important,,Very important,,Extremely important,,Very important,,Moderately important,,Very important,,Very important,,,,
21/11/2023 10:39,21/11/2023 10:45,IP Address,209.6.148.60,100,313,TRUE,21/11/2023 10:45,R_pgBeccrsszrADE5,,,,,42.3399,-71.1245,anonymous,EN-GB,Middle career researcher,,Reviewer,,I have heard of an appraisal tool(s),,Extremely important,,Very important,"Would this apply to all software that would be used, or only a subset?",Extremely important,,Moderately important,,Moderately important,,Very important,,Very important,,Moderately important,,Extremely important,,Very important,,Extremely important,,Very important,,Extremely important,,Very important,,Very important,,Very important,,Moderately important,,,,
21/11/2023 11:20,21/11/2023 11:40,IP Address,73.190.96.66,100,1198,TRUE,21/11/2023 11:40,R_1qUkmIfiltaq4tc,,,,,44.5928,-123.2746,anonymous,EN-GB,Middle career researcher,,Author,,No experience,,Moderately important,,Very important,,Moderately important,,Very important,,Extremely important,,Very important,,Very important,,Very important,,Moderately important,,Extremely important,,Extremely important,,Moderately important,,Extremely important,,Extremely important,,Very important,"Depends on the meta-analysis, I think.",Extremely important,,Extremely important,,"It seems pretty comprehensive to me, based on my book learning about how to do meta-analysis.",Nice work!,
21/11/2023 20:29,21/11/2023 20:32,IP Address,84.189.11.159,100,190,TRUE,21/11/2023 20:32,R_3CCqhq9xyyrS7HY,,,,,51.8441,10.7767,anonymous,EN-GB,Middle career researcher,,Author,,I have heard of an appraisal tool(s),,Very important,,Very important,,Moderately important,,Extremely important,,Very important,,Very important,,Extremely important,,Very important,,Very important,,Extremely important,,Extremely important,,Very important,,Extremely important,,Extremely important,,Moderately important,,Extremely important,,Very important,,,,
21/11/2023 21:12,21/11/2023 21:25,IP Address,185.104.138.32,100,790,TRUE,21/11/2023 21:25,R_9BUJwvGEsudNlHX,,,,,51.2993,9.491,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer",,I have heard of an appraisal tool(s),,Very important,,Very important,,Slightly important,,Extremely important,,Very important,,Extremely important,,Extremely important,,Extremely important,,Very important,,Extremely important,,Moderately important,,Very important,,Extremely important,,Extremely important,,Moderately important,,Extremely important,,Moderately important,,"The focus is currently very much on classical meta-analysis, and is therefore not necessarily applicable to other forms of synthesis, such as the re-analysis of raw data. Related reporting can be done for such studies, but the terminology will need to be changed somewhat, because such studies don't use effect sizes. ",very good initiative!,
21/11/2023 20:40,21/11/2023 21:29,IP Address,150.241.222.104,100,2931,TRUE,21/11/2023 21:29,R_1dcBfltqMUojPty,,,,,43.3644,-2.4995,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer,Editor",,I have used an appraisal tool(s),CEESAT,Very important,,Very important,,Moderately important,,Very important,Descriptions in methods sections are never precise or detailed enough to allow full replication of a study,Very important,,Very important,,Extremely important,,Extremely important,Failure to account for non-independence can artificially reduce the amount of variability around effect size estimates and therefore increase the likelihood of false positives. ,Very important,,Extremely important,,Moderately important,,Moderately important,,Very important,,Very important,,Very important,,Extremely important,,Very important,,,,
21/11/2023 21:28,21/11/2023 21:39,IP Address,128.240.225.21,100,681,TRUE,21/11/2023 21:39,R_1Cg44sNC7dcgT5E,,,,,54.9742,-1.615,anonymous,EN-GB,PhD student,,"Author,Other",currently working on one,I have heard of an appraisal tool(s),,Moderately important,,Moderately important,,Slightly important,,Extremely important,"this is an important aspect of reproducibility
",Extremely important,,Very important,needed to see that hte authors have considered other analysis as well.,Extremely important,"Results will vary depending on this, so it must be reported.",Very important,,Extremely important,,Extremely important,very important as testing the effect of these moderators is the point of conducting the meta-regression.,Extremely important,To ensure validity of the meta-analysis,Extremely important,,Extremely important,a very basic information needed to give an idea of the comprehensiveness of the search and available studies.,Extremely important,,Moderately important,"A figure will simplify the message for easier and faster understanding, but not that crucial as long as the results were part of the text",Extremely important,"Definitely! For reproducibility of the research, for open science",Moderately important,,,none,
22/11/2023 1:46,22/11/2023 1:55,IP Address,24.77.11.25,100,541,TRUE,22/11/2023 1:55,R_3MrI9Pwrjg3Ytrt,,,,,49.8179,-97.1535,anonymous,EN-GB,PhD student,,"Author,Reviewer",,No experience,,Extremely important,,Extremely important,,Moderately important,,Slightly important,,Extremely important,,Extremely important,,Very important,,Very important,,Extremely important,,Very important,,Moderately important,,Moderately important,,Extremely important,,Extremely important,,,"This question could be more specific, providing examples of good visualisation options. ",Very important,,Very important,,,,
15/11/2023 2:14,15/11/2023 2:19,IP Address,212.152.241.122,85,320,FALSE,22/11/2023 2:20,R_vqut6riDWvsyTMR,,,,,,,anonymous,EN-GB,PhD student,,Author,,No experience,,Extremely important,,Extremely important,,Moderately important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Very important,,Extremely important,,Extremely important,,Extremely important,,,,,,,,
15/11/2023 3:35,15/11/2023 3:43,IP Address,213.22.209.94,13,441,FALSE,22/11/2023 3:43,R_1rIIMvilxzeA2um,,,,,,,anonymous,EN-GB,Senior career researcher,,Author,,I have used an appraisal tool(s),RevMan,Extremely important,The used software can affect the quality of the results and respective conclusions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2023 5:18,22/11/2023 5:22,IP Address,108.53.119.49,100,270,TRUE,22/11/2023 5:22,R_2c0COZNLwxuhddK,,,,,40.7355,-74.3253,anonymous,EN-GB,Senior career researcher,,Author,,No experience,,Moderately important,,Moderately important,,Moderately important,,Slightly important,,Moderately important,,Not at all important,,Slightly important,,Slightly important,,Moderately important,,Not at all important,,Slightly important,,Moderately important,,Moderately important,,Very important,,Slightly important,,Very important,,Moderately important,,,,
22/11/2023 5:49,22/11/2023 6:04,IP Address,157.86.7.10,100,892,TRUE,22/11/2023 6:04,R_1r7xxnNfve1dCPK,,,,,-22.9201,-43.0811,anonymous,EN-GB,Senior career researcher,,"Author,Reviewer",,I have used an appraisal tool(s),,Very important,,Moderately important,,Slightly important,,Not at all important,,Moderately important,"maybe, it can be in supplementary files",Slightly important,,Moderately important,,Very important,,Very important,,Very important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Moderately important,,none,none,
22/11/2023 9:35,22/11/2023 9:56,IP Address,103.101.170.33,100,1235,TRUE,22/11/2023 9:56,R_2P7LGUsZ69vRg3u,,,,,-31.9643,115.8595,anonymous,EN-GB,Early career researcher,,Author,,No experience,,Extremely important,,Extremely important,Important for replication of results,Very important,,Extremely important,I think reporting of code is probably the most important aspect for reproducibility and transparency ,Extremely important,,Very important,,Extremely important,,Extremely important,,Very important,,Extremely important,"Very important, otherwise the metaregression doesn’t have much utility to the reader. ",Extremely important,,Moderately important,,Extremely important,Pivotal to the quality of reporting so the reader knows the breadth of studies in the analyses,Extremely important,"I also think it’s important to report the number of effect sizes extracted from each study (e.g., mean +/- SD, range) to show where the data are coming from. Especially important for smaller meta-analyses. ",Moderately important,"Important to show the spread of the data, less so for the absolute meta-analytical means and confidence intervals. ",Extremely important,Extremely important to know what actual data (which response traits) were extracted from each study.,Moderately important,Important for reproducibility as readers may not understand the data without descriptors.,"Reporting how data were extracted from studies. 
Reporting any model selection ",,
22/11/2023 11:12,22/11/2023 11:18,IP Address,49.196.170.79,100,321,TRUE,22/11/2023 11:18,R_25vGZM63AbQTavv,,,,,-31.9643,115.8595,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer",,I have used an appraisal tool(s),"ROSES, PRISMA",Extremely important,,Extremely important,,Moderately important,,Very important,,Very important,,Moderately important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Very important,,Moderately important,,Extremely important,,Extremely important,,Extremely important,,Very important,,Moderately important,,,,
15/11/2023 16:23,15/11/2023 16:25,IP Address,103.151.173.100,8,75,FALSE,22/11/2023 16:29,R_OJZKGVPAl24c8Lv,,,,,,,anonymous,EN-GB,PhD student,,"Author,Reviewer",,I have used an appraisal tool(s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2023 20:53,22/11/2023 20:59,IP Address,217.118.246.248,100,344,TRUE,22/11/2023 20:59,R_vpOV7joIGpxTWN3,,,,,41.8904,12.5126,anonymous,EN-GB,Early career researcher,,Author,,"I have heard of an appraisal tool(s),No experience",,Extremely important,I am still learning,Extremely important,Still learning MATES,Very important,To make it clear to different audiences (understanding),Very important,N/A,Very important,,Very important,,Extremely important,To clear potential Bias,Very important,Need to be very acurate,Very important,,Extremely important,,Extremely important,,Very important,,Extremely important,,Extremely important,,Very important,,Extremely important,,Extremely important,reference,Still learning,Still learning,
22/11/2023 22:29,22/11/2023 22:33,IP Address,161.111.34.1,100,230,TRUE,22/11/2023 22:33,R_ClR22wGWNLAD7kB,,,,,40.4697,-3.709,anonymous,EN-GB,Senior career researcher,,Author,,No experience,,Extremely important,,Extremely important,,Moderately important,,Not at all important,,Moderately important,,Moderately important,,Extremely important,,Extremely important,,Extremely important,,Very important,,Extremely important,,Very important,,Extremely important,,Extremely important,,Extremely important,,Very important,,Moderately important,,,,
22/11/2023 21:34,22/11/2023 22:44,IP Address,193.174.254.3,100,4177,TRUE,22/11/2023 22:44,R_1psTaQ5WhcotkgY,,,,,54.0871,13.386,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer",,No experience,,Very important,,Slightly important,"To my experience package is imprtant when using R. There might be other metanalysis tools (Sigma Stat, SPSS, Excel)",Moderately important,,Moderately important,,Very important,,Moderately important,,Very important,,Moderately important,,Moderately important,,Very important,,Extremely important,"Publication bias is a hughe problem, because non-significant resutls are rarely published, as well as results which do not match the scientists hypothesis. ",Very important,,Very important,,Very important,,Very important,,Very important,,Very important,,"Authors should state whether tools (e.g. Webplotdigitilizer) were used to extract data from graphs. Sometimes the original data is not available and data points have to be extracted from graphs.

",I am wondering at which data size does meta-analysis make sense. Should there be a cut off. Mathematically any size can be set off against each other but when does it make sense. ,
22/11/2023 22:46,22/11/2023 22:50,IP Address,46.30.132.204,100,194,TRUE,22/11/2023 22:50,R_1NwxEdJaD0L4oXu,,,,,60.1797,24.9344,anonymous,EN-GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2023 19:47,23/11/2023 1:51,IP Address,5.150.246.94,100,108254,TRUE,23/11/2023 1:51,R_8BNDH0T24SaP6Sd,,,,,59.3287,18.0717,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer,Editor",,I have used an appraisal tool(s),"MMAT, RoB-2 (somewhat), AMSTAR2, CEEDER,  but I also built custom appraisal tools for reviews",Moderately important,,,"I am not sure i understand the framing ""report the packages"". Software packages?",Moderately important,,Extremely important,,,"unsure what is meant by ""primary model (or first model)""",,same comment as previous,Extremely important,,,Unsure what is meant by non-independence of effect size estimates,Extremely important,"Unsure what is meant by measure of heterogeneity. Also, perhaps measure of heterogeneity is not as important as the clarity on the method for estimating the heterogeneity, the size of heterogeneity and the correct interpretation of that value.",Extremely important,,Extremely important,it should be methodology for publication bias and estimated size of bias.,Extremely important,"Formualtion of the question could be clearer ""report a sensitivity analysis"" or perhaps ""report details of methods for and outcomes of sensitivity analysis"". ",Extremely important,,Extremely important,,Slightly important,Formulation unclear.,Extremely important,,,"What is meant by "" descriptions of the data extracted from each eligible""? this is rather unclear.",Unsure how can I access the complete set of MATES questions...,It would be helpful to know who these MA reporting standards would combine with (systematic) review reporting standards and how to ensure consistency between them. ,
23/11/2023 6:46,23/11/2023 6:59,IP Address,50.5.94.3,100,803,TRUE,23/11/2023 6:59,R_T1HNaJiMtSakxuV,,,,,39.1059,-84.5047,anonymous,EN-GB,Senior career researcher,,"Author,Reviewer,Editor",,I have heard of an appraisal tool(s),,Very important,including version ,Very important,,Very important,,Very important,,Extremely important,"I think this notation should be ""general"" and avoid software specific notation.  E.g., not everyone is facile with the idiosyncrasies of various packages in R.  Of course, the code will provide the information specific to the particular software used.",Very important,"The challenge here is what qualifies as ""justification""?  Is it a citation of another paper or book?  Or something more substantive?",Extremely important,,Extremely important,"I think the question should be reworded to refer to whether they tested for a specific form of non-independence, or if they addressed it in their model.  I don't think the authors can actual report if there was non-independence -- in most cases, there certainly is -- it's a matter of detecting it and appropriately addressing it.",Moderately important,,Extremely important,,Not at all important,"I've never been convinced this is a very valuable exercise.  Publication bias surely exists, as does system selection, etc.",Slightly important,,Extremely important,It's important that you clarify what is meant by study.  I find this is a chronic source of confusion.  It it a paper?  An experiment?  An effect size?  Something else?,Extremely important,,Moderately important,It depends on the context.  Some results are easily summarized in the text without the need for a figure.,Extremely important,It's relatively common to provide effect sizes.  I think it is much more valuable to report the data used to obtain the effect size.,Extremely important,"It's unclear what you mean by ""from each eligible within..""",,,
23/11/2023 8:58,23/11/2023 9:02,IP Address,103.31.114.3,100,246,TRUE,23/11/2023 9:02,R_2Ysre6x2shF3aRQ,,,,,-33.8715,151.2006,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer",,I have used an appraisal tool(s),AMSTAR 2 & ROBIS,Moderately important,,Moderately important,,Moderately important,,Moderately important,,Extremely important,,Extremely important,,Extremely important,,Very important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,,,
23/11/2023 10:51,23/11/2023 11:10,IP Address,193.115.124.121,100,1140,TRUE,23/11/2023 11:10,R_3qlja1zHKuR1lrr,,,,,-34.9281,138.5999,anonymous,EN-GB,Middle career researcher,,Author,,I have used an appraisal tool(s),used a framework published in an article,Very important,,Very important,,Very important,,Moderately important,,Very important,,Very important,,Moderately important,,Moderately important,,Very important,,Very important,,Very important,,Very important,,Very important,,Moderately important,,Very important,,Very important,,Moderately important,,,,
16/11/2023 15:20,16/11/2023 15:23,IP Address,210.212.233.50,8,125,FALSE,23/11/2023 15:23,R_2Yst38UdZanVKEQ,,,,,,,anonymous,EN-GB,PhD student,,Author,,No experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/2023 20:28,16/11/2023 20:31,IP Address,120.153.133.215,28,160,FALSE,23/11/2023 21:15,R_3hGdvBdbHtQjUv9,,,,,,,anonymous,EN-GB,Senior career researcher,,Author,,No experience,,Extremely important,no comment,Extremely important,,Extremely important,,Extremely important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2023 23:46,23/11/2023 23:54,IP Address,139.14.20.209,100,499,TRUE,23/11/2023 23:54,R_2coVIgB3sCYpxQp,,,,,49.1968,8.1219,anonymous,EN-GB,Senior career researcher,,"Author,Reviewer",,No experience,,Very important,"One could generally think of having a more differentiated assessment: Full reporting (including versions), partial reporting and no reporting, to reduce the number of questions. Will make this comment only here but may apply to several questions.",Very important,,Very important,,Extremely important,,Extremely important,,Slightly important,,Extremely important,,Very important,,Very important,,Very important,,Extremely important,,Moderately important,,Extremely important,,Very important,,Moderately important,,Extremely important,,Very important,,"May be I missed that, but should not also be reported how the selection of the data for the meta-analysis was made and ensure that this is sound?",,
23/11/2023 23:40,24/11/2023 0:01,IP Address,46.30.132.204,100,1244,TRUE,24/11/2023 0:01,R_24nLRL8C0wVw4KN,,,,,60.1797,24.9344,anonymous,EN-GB,Senior career researcher,,"Author,Reviewer",,I have used an appraisal tool(s),https://soil.copernicus.org/articles/9/117/2023/,Moderately important,,Moderately important,,Moderately important,,Moderately important,,Moderately important,,Moderately important,,Extremely important,,Extremely important,,Very important,,Very important,,Moderately important,,Moderately important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,"Database availability. Without complete database it is not possible to evaluate the quality of meta-analysis, or repeat the same meta-analysis, or enlarge the current database after some years.    ","PICO (population, intervention, comparator, outcomes) is missing. Clear definition of control and treatment, inclusion and exclusion criteria are important.",
24/11/2023 3:07,24/11/2023 3:12,IP Address,130.223.51.6,100,308,TRUE,24/11/2023 3:12,R_Djk1SKZXggTahUd,,,,,46.4855,6.5626,anonymous,EN-GB,Early career researcher,,"Author,Reviewer",,I have heard of an appraisal tool(s),,Very important,,Extremely important,,Moderately important,,Extremely important,,Extremely important,,Extremely important,,Very important,,Extremely important,,Very important,,Extremely important,,Extremely important,,Very important,,Very important,,Extremely important,,Moderately important,,Extremely important,,Very important,,,,
24/11/2023 4:12,24/11/2023 4:26,IP Address,24.85.226.94,100,862,TRUE,24/11/2023 4:26,R_3EAswfk52O3hdiT,,,,,49.2624,-123.1604,anonymous,EN-GB,Senior career researcher,,Author,,I have heard of an appraisal tool(s),,Moderately important,This matters less (or doesn’t) if the methods are well and fully described ,Moderately important,"I’d rather have the model/methods well described but if not, the package at least gives you a starting point for what was likely done (is assume defaults likely used)",Slightly important,Only truly important if major changes to default method made and if actual methods underlying analysis made by program are poorly described.,Moderately important,Matters most if methods inadequately described,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,,Extremely important,Assuming this includes visual assessments,Slightly important,Depends on the data and if there are indications a small number of studies might be mighty influential,Extremely important,,Extremely important,,Extremely important,,Moderately important,,Slightly important,,,,
24/11/2023 4:52,24/11/2023 4:59,IP Address,72.240.248.83,100,436,TRUE,24/11/2023 4:59,R_3feN0WSsvZLoEvg,,,,,41.7697,-83.5824,anonymous,EN-GB,Senior career researcher,,Author,,No experience,,Extremely important,,Extremely important,,Extremely important,,Very important,,Not at all important,,Very important,"I think any model used should be mentioned, with justification of why a change is needed. I don’t think too much detail is needed though on the first model.",Extremely important,,Extremely important,,Very important,,Extremely important,,Extremely important,,Moderately important,,Extremely important,,Extremely important,,Moderately important,,Extremely important,,Extremely important,,,,
17/11/2023 18:24,17/11/2023 18:27,IP Address,94.234.97.75,0,198,FALSE,24/11/2023 18:27,R_6fdkhN1O5xvueK5,,,,,,,anonymous,EN-GB,Early career researcher,,"Author,Reviewer",,I have used an appraisal tool(s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/11/2023 21:09,24/11/2023 21:29,IP Address,80.193.15.136,100,1245,TRUE,24/11/2023 21:29,R_0O3iPuBjcRRPxXr,,,,,56.0711,-3.7696,anonymous,EN-GB,Middle career researcher,,Author,,No experience,,Extremely important,It might be worth splitting the statistical analysis from software used for screening and summarising the inclusion of articles.,Very important,It is vital to reproduce the analysis.,Very important,"As before, vital for reproducibility.",Very important,"Again important for all scientific reproducibility (not necessarily specific to meta-analysis though...)

I wonder if these questions should be more specific for meta-analysis, rather than a repetition of guides for scientific reproducibility.",Very important,,Moderately important,,Very important,This can swing results so is important to know.,Moderately important,,Very important,,Very important,,Extremely important,,Extremely important,"This and the bias measure are both essential parts of the theory of meta-analysis. Most of the things which have gone before are more broadly applicable to statistical projects, but this gets to the core of what meta-analysis tries to do by synthesising studies.",Very important,It helps readers contextualise the synthesis in terms of the knowledge base.,Very important,As before (but understanding multiple effect sizes can come from a single publication).,Moderately important,It can be helpful but isn't strictly neccessary,Very important,Again general reproducibility.,Very important,,Perhaps an explanation of the choice of measure of effect size.,"I think it is worth splitting general reducibility criteria from meta-analysis specific criteria, to ensure this is a novel tool.",
