StartDate,EndDate,Status,IPAddress,Progress,Duration,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q1_6_TEXT,Q2,Q2_4_TEXT,Q3,Q3_1_TEXT,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q_DataPolicyViolations
16/11/2023 11:34,16/11/2023 11:44,IP Address,218.208.8.116,100,563,TRUE,16/11/2023 11:44,R_3LZstud0s7MvGw2,,,,,2.9772,101.704,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer",,I have used an appraisal tool(s),"R-Studio, Matlab",Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,data sensitive,data sensitive,
16/11/2023 16:49,16/11/2023 16:54,IP Address,196.39.31.200,100,295,TRUE,16/11/2023 16:54,R_2fB3BzCcBUDjAnu,,,,,-26.2309,28.0583,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer,Editor",,"I have used an appraisal tool(s),I have heard of an appraisal tool(s)",Vos viewer,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,data sensitive,data sensitive,
16/11/2023 18:03,16/11/2023 18:07,IP Address,117.61.15.237,100,269,TRUE,16/11/2023 18:07,R_1E5K6rdq8Y2sCMC,,,,,30.6498,104.0555,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer",,I have used an appraisal tool(s),R ; Comprehensive meta-analysis,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,data sensitive,data sensitive,
16/11/2023 18:22,16/11/2023 18:26,IP Address,62.216.203.231,100,203,TRUE,16/11/2023 18:26,R_UX7GlUyKlEs74DT,,,,,48.0918,11.5856,anonymous,EN-GB,Middle career researcher,,Author,,I have heard of an appraisal tool(s),,Moderately important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,data sensitive,data sensitive,
16/11/2023 19:45,16/11/2023 19:47,IP Address,212.234.146.173,100,124,TRUE,16/11/2023 19:47,R_246jxbpmUXrYl2x,,,,,48.7954,2.4947,anonymous,EN-GB,Middle career researcher,,Author,,No experience,,Moderately important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,data sensitive,data sensitive,
16/11/2023 20:29,16/11/2023 20:44,IP Address,109.132.109.128,100,907,TRUE,16/11/2023 20:44,R_2UXGAo85awBVp8p,,,,,50.8534,4.347,anonymous,EN-GB,Early career researcher,,Author,,I have heard of an appraisal tool(s),,Very important,data sensitive,Very important,data sensitive,Slightly important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,data sensitive,data sensitive,
16/11/2023 23:31,17/11/2023 0:07,IP Address,193.54.56.146,100,2183,TRUE,17/11/2023 0:07,R_2R4gYJdFpLWY9pa,,,,,45.754,3.1156,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer",,I have used an appraisal tool(s),,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,,data sensitive,Extremely important,data sensitive,,data sensitive,data sensitive,data sensitive,
17/11/2023 8:09,17/11/2023 8:21,IP Address,131.204.37.23,100,679,TRUE,17/11/2023 8:21,R_sZmFj1FIfxtBakV,,,,,32.5919,-85.5203,anonymous,EN-GB,Senior career researcher,,"Author,Reviewer",,I have heard of an appraisal tool(s),,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,data sensitive,data sensitive,
17/11/2023 12:14,17/11/2023 12:27,IP Address,130.195.253.85,100,793,TRUE,17/11/2023 12:27,R_cYmWW5sebAiLEkx,,,,,-41.2881,174.74,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer,Editor",,No experience,,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Slightly important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,data sensitive,data sensitive,
17/11/2023 13:03,17/11/2023 13:16,IP Address,107.189.193.227,100,747,TRUE,17/11/2023 13:16,R_tEY7PhJldDwJZ4t,,,,,43.6535,-79.402,anonymous,EN-GB,Senior career researcher,,"Author,Reviewer,Editor",,I have heard of an appraisal tool(s),,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Slightly important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Slightly important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,data sensitive,data sensitive,
17/11/2023 13:39,17/11/2023 13:43,IP Address,115.189.130.141,100,285,TRUE,17/11/2023 13:43,R_1DD0XaNLvv4vGuU,,,,,-41.3004,174.7804,anonymous,EN-GB,Senior career researcher,,"Reviewer,Editor",,I have heard of an appraisal tool(s),,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,data sensitive,data sensitive,
17/11/2023 18:37,17/11/2023 18:47,IP Address,157.82.124.51,100,616,TRUE,17/11/2023 18:47,R_28ImafYAgDi7DBh,,,,,35.7109,139.725,anonymous,EN-GB,Early career researcher,,"Author,Reviewer",,I have used an appraisal tool(s),Custom OHAT tool,Very important,data sensitive,Extremely important,data sensitive,Slightly important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Slightly important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,data sensitive,data sensitive,
17/11/2023 18:54,17/11/2023 19:10,IP Address,178.233.121.228,100,955,TRUE,17/11/2023 19:10,R_2OMRwXuyqBxoAHK,,,,,41.0651,28.9913,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer",,I have used an appraisal tool(s),Econometric regression analysis,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,data sensitive,data sensitive,
17/11/2023 19:20,17/11/2023 19:22,IP Address,88.12.219.108,100,164,TRUE,17/11/2023 19:22,R_pSoDsYxaxZ8eExP,,,,,40.4092,-3.6455,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer",,No experience,,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,data sensitive,data sensitive,
17/11/2023 22:30,17/11/2023 22:42,IP Address,147.161.236.89,100,721,TRUE,17/11/2023 22:42,R_1lotmUiU3Omv3VP,,,,,53.4788,-2.2585,anonymous,EN-GB,PhD student,,Author,,I have used an appraisal tool(s),Collaboration for environmental evidence (CEE) scoring system,Very important,data sensitive,Very important,data sensitive,Slightly important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Slightly important,data sensitive,Moderately important,data sensitive,data sensitive,data sensitive,
18/11/2023 0:53,18/11/2023 1:04,IP Address,130.237.191.172,100,637,TRUE,18/11/2023 1:04,R_23VmLvmtnV6X6Q9,,,,,59.8551,17.6343,anonymous,EN-GB,Early career researcher,,"Author,Reviewer",,I have used an appraisal tool(s),CEESAT,Very important,data sensitive,Very important,data sensitive,Slightly important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,data sensitive,data sensitive,
18/11/2023 9:43,18/11/2023 9:47,IP Address,185.109.152.69,100,263,TRUE,18/11/2023 9:47,R_3EYZHbgdgS1RL9c,,,,,51.2993,9.491,anonymous,EN-GB,Early career researcher,,Author,,No experience,,Very important,data sensitive,Very important,data sensitive,Slightly important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,data sensitive,data sensitive,
13/11/2023 10:23,13/11/2023 10:28,IP Address,118.231.193.195,44,278,FALSE,20/11/2023 10:28,R_ALI3sgqPCEk0gRH,,,,,,,anonymous,EN-GB,Middle career researcher,,Author,,I have used an appraisal tool(s),,Moderately important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,data sensitive,data sensitive,
20/11/2023 18:32,20/11/2023 19:17,IP Address,54.37.7.108,100,2695,TRUE,20/11/2023 19:17,R_2zx3s6F3nW1UqMG,,,,,48.8582,2.3387,anonymous,EN-GB,PhD student,,"Author,Reviewer,Editor,Other",Cochran Trainers Network member,I have used an appraisal tool(s),"AMSTAR, CASP, ROBINS2",Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Slightly important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,data sensitive,data sensitive,
20/11/2023 21:03,20/11/2023 21:10,IP Address,147.156.201.144,100,421,TRUE,20/11/2023 21:10,R_2BlCypWY6ci6BS2,,,,,39.4923,-0.4046,anonymous,EN-GB,Middle career researcher,,"Reviewer,Editor",,I have heard of an appraisal tool(s),,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,data sensitive,data sensitive,
20/11/2023 23:07,20/11/2023 23:27,IP Address,71.69.178.152,100,1201,TRUE,20/11/2023 23:27,R_3iL222JEt5VKxO9,,,,,36.0774,-79.088,anonymous,EN-GB,Senior career researcher,,"Author,Reviewer",,I have heard of an appraisal tool(s),,Moderately important,data sensitive,Moderately important,data sensitive,Slightly important,data sensitive,Slightly important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,data sensitive,data sensitive,
13/11/2023 23:58,14/11/2023 0:00,IP Address,89.0.48.193,28,101,FALSE,21/11/2023 0:00,R_xhZUPY8v6PGbkyd,,,,,,,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer",,I have used an appraisal tool(s),PRISMA,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,data sensitive,data sensitive,
13/11/2023 23:06,13/11/2023 23:09,IP Address,125.22.151.91,8,136,FALSE,21/11/2023 0:10,R_24CbYbD4rU4TnyK,,,,,,,anonymous,EN-GB,PhD student,,"Author,Reviewer",,No experience,,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,data sensitive,data sensitive,
21/11/2023 0:58,21/11/2023 1:14,IP Address,193.200.202.143,100,935,TRUE,21/11/2023 1:14,R_1mgtbeKPUFJz7Lt,,,,,59.35,17.9167,anonymous,EN-GB,Middle career researcher,,Author,,I have used an appraisal tool(s),"CEESAT, CEECAT",Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Slightly important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Slightly important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,data sensitive,data sensitive,
21/11/2023 3:33,21/11/2023 3:36,IP Address,76.144.10.150,100,209,TRUE,21/11/2023 3:36,R_117IVnP3mlLflIW,,,,,44.5928,-123.2746,anonymous,EN-GB,Middle career researcher,,Author,,No experience,,Very important,data sensitive,Moderately important,data sensitive,Slightly important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,data sensitive,data sensitive,
21/11/2023 10:39,21/11/2023 10:45,IP Address,209.6.148.60,100,313,TRUE,21/11/2023 10:45,R_pgBeccrsszrADE5,,,,,42.3399,-71.1245,anonymous,EN-GB,Middle career researcher,,Reviewer,,I have heard of an appraisal tool(s),,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,data sensitive,data sensitive,
21/11/2023 11:20,21/11/2023 11:40,IP Address,73.190.96.66,100,1198,TRUE,21/11/2023 11:40,R_1qUkmIfiltaq4tc,,,,,44.5928,-123.2746,anonymous,EN-GB,Middle career researcher,,Author,,No experience,,Moderately important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,data sensitive,data sensitive,
21/11/2023 20:29,21/11/2023 20:32,IP Address,84.189.11.159,100,190,TRUE,21/11/2023 20:32,R_3CCqhq9xyyrS7HY,,,,,51.8441,10.7767,anonymous,EN-GB,Middle career researcher,,Author,,I have heard of an appraisal tool(s),,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,data sensitive,data sensitive,
21/11/2023 21:12,21/11/2023 21:25,IP Address,185.104.138.32,100,790,TRUE,21/11/2023 21:25,R_9BUJwvGEsudNlHX,,,,,51.2993,9.491,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer",,I have heard of an appraisal tool(s),,Very important,data sensitive,Very important,data sensitive,Slightly important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,data sensitive,data sensitive,
21/11/2023 20:40,21/11/2023 21:29,IP Address,150.241.222.104,100,2931,TRUE,21/11/2023 21:29,R_1dcBfltqMUojPty,,,,,43.3644,-2.4995,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer,Editor",,I have used an appraisal tool(s),CEESAT,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,data sensitive,data sensitive,
21/11/2023 21:28,21/11/2023 21:39,IP Address,128.240.225.21,100,681,TRUE,21/11/2023 21:39,R_1Cg44sNC7dcgT5E,,,,,54.9742,-1.615,anonymous,EN-GB,PhD student,,"Author,Other",currently working on one,I have heard of an appraisal tool(s),,Moderately important,data sensitive,Moderately important,data sensitive,Slightly important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,data sensitive,data sensitive,
22/11/2023 1:46,22/11/2023 1:55,IP Address,24.77.11.25,100,541,TRUE,22/11/2023 1:55,R_3MrI9Pwrjg3Ytrt,,,,,49.8179,-97.1535,anonymous,EN-GB,PhD student,,"Author,Reviewer",,No experience,,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Slightly important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,,data sensitive,Very important,data sensitive,Very important,data sensitive,data sensitive,data sensitive,
15/11/2023 2:14,15/11/2023 2:19,IP Address,212.152.241.122,85,320,FALSE,22/11/2023 2:20,R_vqut6riDWvsyTMR,,,,,,,anonymous,EN-GB,PhD student,,Author,,No experience,,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,,data sensitive,,data sensitive,data sensitive,data sensitive,
15/11/2023 3:35,15/11/2023 3:43,IP Address,213.22.209.94,13,441,FALSE,22/11/2023 3:43,R_1rIIMvilxzeA2um,,,,,,,anonymous,EN-GB,Senior career researcher,,Author,,I have used an appraisal tool(s),RevMan,Extremely important,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,data sensitive,data sensitive,
22/11/2023 5:18,22/11/2023 5:22,IP Address,108.53.119.49,100,270,TRUE,22/11/2023 5:22,R_2c0COZNLwxuhddK,,,,,40.7355,-74.3253,anonymous,EN-GB,Senior career researcher,,Author,,No experience,,Moderately important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Slightly important,data sensitive,Moderately important,data sensitive,Not at all important,data sensitive,Slightly important,data sensitive,Slightly important,data sensitive,Moderately important,data sensitive,Not at all important,data sensitive,Slightly important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Slightly important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,data sensitive,data sensitive,
22/11/2023 5:49,22/11/2023 6:04,IP Address,157.86.7.10,100,892,TRUE,22/11/2023 6:04,R_1r7xxnNfve1dCPK,,,,,-22.9201,-43.0811,anonymous,EN-GB,Senior career researcher,,"Author,Reviewer",,I have used an appraisal tool(s),,Very important,data sensitive,Moderately important,data sensitive,Slightly important,data sensitive,Not at all important,data sensitive,Moderately important,data sensitive,Slightly important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,data sensitive,data sensitive,
22/11/2023 9:35,22/11/2023 9:56,IP Address,103.101.170.33,100,1235,TRUE,22/11/2023 9:56,R_2P7LGUsZ69vRg3u,,,,,-31.9643,115.8595,anonymous,EN-GB,Early career researcher,,Author,,No experience,,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,data sensitive,data sensitive,
22/11/2023 11:12,22/11/2023 11:18,IP Address,49.196.170.79,100,321,TRUE,22/11/2023 11:18,R_25vGZM63AbQTavv,,,,,-31.9643,115.8595,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer",,I have used an appraisal tool(s),"ROSES, PRISMA",Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,data sensitive,data sensitive,
15/11/2023 16:23,15/11/2023 16:25,IP Address,103.151.173.100,8,75,FALSE,22/11/2023 16:29,R_OJZKGVPAl24c8Lv,,,,,,,anonymous,EN-GB,PhD student,,"Author,Reviewer",,I have used an appraisal tool(s),,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,data sensitive,data sensitive,
22/11/2023 20:53,22/11/2023 20:59,IP Address,217.118.246.248,100,344,TRUE,22/11/2023 20:59,R_vpOV7joIGpxTWN3,,,,,41.8904,12.5126,anonymous,EN-GB,Early career researcher,,Author,,"I have heard of an appraisal tool(s),No experience",,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,data sensitive,data sensitive,
22/11/2023 22:29,22/11/2023 22:33,IP Address,161.111.34.1,100,230,TRUE,22/11/2023 22:33,R_ClR22wGWNLAD7kB,,,,,40.4697,-3.709,anonymous,EN-GB,Senior career researcher,,Author,,No experience,,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Not at all important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,data sensitive,data sensitive,
22/11/2023 21:34,22/11/2023 22:44,IP Address,193.174.254.3,100,4177,TRUE,22/11/2023 22:44,R_1psTaQ5WhcotkgY,,,,,54.0871,13.386,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer",,No experience,,Very important,data sensitive,Slightly important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,data sensitive,data sensitive,
